0,SansHead,ClosedEyes,
0,SansText,...,
0,CombatZoneResize,133,251,508,391,TLResume
0,CombatZoneSpeed,10
0,CombatZoneResize,193,251,448,391
0,HeartTeleport,320,376,,,
0,HeartMode,0,,,,
0,Ball,400,160,270,230,4
0.4,SansTorso,sans3
0,SansHead,sans3
0,SansLegs,sans3
0,BoneVRepeat,400,226,100,2,100,40,80
0,BoneVRepeat,128,326,100,0,100,40,80
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3

2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3

2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
2,GetHeartPos,HX,HY
0,GasterBlaster,1.75,0,0,$HX,100,90,0.4,0.3,
0,GasterBlaster,1.75,0,0,100,$HY,0,0.4,0.3
0,GasterBlaster,1.75,0,0,$HX,500,270,0.4,0.3
0,GasterBlaster,1.75,0,0,500,$HY,180,0.4,0.3
1,Ball,400,100,270,220,4
0.555,EndAttack,


